cust_id,DOB,Gender,city_code,cluster,recency,frequency,monetary,R,F,M,Avg_M
272928,12-01-1981,M,7,2,155.0,5,19839.17,4.0,3,4,12185.951431034482
272929,24-12-1974,M,6,0,729.0,4,15630.23,2.0,3,4,12267.26375
272932,21-05-1990,M,5,2,818.0,3,10658.83,2.0,2,3,8173.856144781144
272933,02-11-1991,M,2,3,458.0,7,17387.17,3.0,4,4,18786.61404494382
272937,08-11-1992,M,6,1,422.0,6,13355.03,4.0,4,3,18744.19980232558
272938,06-07-1972,M,8,1,611.0,5,3614.45,3.0,3,1,12095.5816
272939,20-09-1975,M,5,0,390.0,8,18560.69,4.0,4,4,18744.19980232558
272940,25-03-1971,F,1,3,882.0,5,17229.16,2.0,3,4,12267.26375
272943,16-12-1991,F,5,2,603.0,5,9861.02,3.0,3,3,12095.5816
272945,20-02-1979,M,3,3,793.0,5,17993.82,2.0,3,4,12267.26375
272948,20-12-1989,M,3,2,601.0,5,14188.2,3.0,3,3,12095.5816
272949,08-08-1978,M,8,2,,6,19503.25,,4,4,
272950,04-01-1975,F,10,0,1304.0,4,2744.82,1.0,3,1,11681.718588039868
272951,07-06-1979,M,5,1,570.0,5,10320.7,3.0,3,3,12095.5816
272953,02-05-1972,M,1,2,367.0,3,2415.53,4.0,2,1,8503.386485355648
272954,05-06-1980,F,3,0,449.0,4,14732.97,3.0,3,3,12095.5816
272959,09-07-1983,M,1,3,663.0,2,3145.93,2.0,1,1,4884.636892655367
272961,05-10-1989,F,3,3,666.0,5,9879.81,2.0,3,3,12267.26375
272963,22-09-1981,M,1,0,,4,11520.73,,3,3,
272964,19-06-1982,F,7,1,1188.0,3,7880.86,1.0,2,2,8677.30678694158
272965,06-11-1986,M,2,3,,3,11846.7,,2,3,
272969,19-12-1972,M,5,3,970.0,3,2770.24,1.0,2,1,8677.30678694158
272970,22-01-1984,F,3,2,509.0,4,10363.8,3.0,3,3,12095.5816
272972,02-12-1984,F,9,3,,1,4075.24,,1,1,
272973,21-04-1978,M,9,3,576.0,8,18422.56,3.0,4,4,18786.61404494382
272974,16-05-1989,M,2,2,458.0,8,26628.29,3.0,4,4,18786.61404494382
272975,15-05-1988,F,5,1,246.0,2,6487.45,4.0,1,2,5121.214583333333
272976,17-09-1991,F,10,3,787.0,6,10196.94,2.0,4,3,19073.41199367089
272978,19-04-1985,M,10,0,,3,7206.81,,2,2,
272981,11-08-1973,M,8,1,723.0,3,9676.49,2.0,2,2,8173.856144781144
272982,01-01-1972,F,10,1,425.0,5,11179.28,4.0,3,3,12185.951431034482
272985,12-03-1988,F,10,3,154.0,5,25586.28,4.0,3,4,12185.951431034482
272986,06-06-1980,F,10,2,,1,2469.68,,1,1,
272987,20-11-1977,M,2,1,389.0,6,12336.22,4.0,4,3,18744.19980232558
272990,06-04-1991,F,10,2,452.0,2,7178.08,3.0,1,2,5076.74070967742
272992,22-01-1971,F,1,2,1087.0,4,12216.88,1.0,3,3,11681.718588039868
272993,23-02-1985,F,3,0,1394.0,4,11792.56,1.0,3,3,11681.718588039868
272995,28-07-1982,F,7,3,1093.0,6,14439.03,1.0,4,3,18231.710714285717
272996,04-11-1988,F,9,3,701.0,6,16151.78,2.0,4,4,19073.41199367089
272997,07-10-1983,M,10,3,1241.0,4,7994.67,1.0,3,2,11681.718588039868
272998,05-08-1975,M,1,1,277.0,3,8732.82,4.0,2,2,8503.386485355648
272999,05-02-1985,M,5,3,663.0,6,17089.93,2.0,4,4,19073.41199367089
273004,13-09-1983,F,6,3,792.0,3,6601.27,2.0,2,2,8173.856144781144
273005,12-06-1992,F,10,2,973.0,4,6768.12,1.0,3,2,11681.718588039868
273009,22-03-1988,F,9,3,,2,4124.97,,1,1,
273010,06-08-1985,F,4,2,576.0,8,17976.14,3.0,4,4,18786.61404494382
273011,27-05-1991,M,8,2,,2,4277.45,,1,1,
273012,01-12-1988,M,8,2,944.0,4,12539.54,1.0,3,3,11681.718588039868
273014,02-05-1973,M,4,0,358.0,12,19802.71,4.0,4,4,18744.19980232558
273015,26-07-1986,F,4,2,783.0,2,1721.59,2.0,1,1,4884.636892655367
273016,22-03-1970,M,3,3,1183.0,3,11152.76,1.0,2,3,8677.30678694158
273017,11-07-1984,M,7,2,691.0,5,12223.51,2.0,3,3,12267.26375
273019,11-03-1973,F,4,3,577.0,3,1718.28,3.0,2,1,8499.556146616542
273020,02-10-1981,M,5,3,276.0,3,3887.39,4.0,2,1,8503.386485355648
273023,24-07-1988,F,5,1,215.0,6,26923.33,4.0,4,4,18744.19980232558
273025,17-06-1972,F,6,3,700.0,4,11998.09,2.0,3,3,12267.26375
273026,21-04-1989,M,10,3,510.0,5,14251.18,3.0,3,3,12095.5816
273027,09-03-1976,M,7,2,853.0,3,7752.68,2.0,2,2,8173.856144781144
273029,18-06-1977,F,2,0,549.0,2,6957.08,3.0,1,2,5076.74070967742
273030,03-08-1972,F,3,3,361.0,5,9672.07,4.0,3,2,12185.951431034482
273031,17-01-1980,F,8,0,367.0,3,7279.74,4.0,2,2,8503.386485355648
273032,02-12-1980,M,5,2,666.0,5,12205.83,2.0,3,3,12267.26375
273033,28-05-1991,M,7,3,,3,8623.42,,2,2,
273034,14-08-1979,M,3,3,607.0,4,7676.44,3.0,3,2,12095.5816
273035,20-01-1978,M,5,2,,2,4742.66,,1,1,
273036,09-11-1971,F,2,3,1341.0,1,692.84,1.0,1,1,4429.88862244898
273037,18-04-1976,F,7,3,,3,5821.14,,2,2,
273038,22-12-1991,M,2,1,726.0,6,29402.94,2.0,4,4,19073.41199367089
273040,04-11-1986,F,2,2,428.0,8,19091.08,4.0,4,4,18744.19980232558
273043,06-07-1975,F,5,0,546.0,5,6517.29,3.0,3,2,12095.5816
273045,20-07-1990,M,7,1,605.0,5,8051.03,3.0,3,2,12095.5816
273051,03-07-1974,M,8,0,1158.0,7,19745.25,1.0,4,4,18231.710714285717
273052,07-09-1984,F,3,3,876.0,7,12295.33,2.0,4,3,19073.41199367089
273053,23-08-1973,F,5,1,721.0,7,30622.87,2.0,4,4,19073.41199367089
273056,10-10-1972,F,3,3,,2,8904.09,,1,2,
273058,11-08-1989,F,10,3,277.0,9,22277.9,4.0,4,4,18744.19980232558
273060,19-09-1991,F,3,3,1000.0,4,3980.21,1.0,3,1,11681.718588039868
273062,24-09-1987,F,5,2,489.0,4,5509.53,3.0,3,1,12095.5816
273063,12-06-1986,M,2,3,966.0,2,3937.11,1.0,1,1,4429.88862244898
273065,22-04-1974,F,7,2,910.0,5,7525.05,2.0,3,2,12267.26375
273067,21-02-1973,F,5,3,,2,2322.71,,1,1,
273070,27-11-1978,F,9,2,968.0,3,3208.92,1.0,2,1,8677.30678694158
273071,28-04-1989,M,2,0,1034.0,3,11208.01,1.0,2,3,8677.30678694158
273075,05-04-1978,M,8,3,906.0,5,16844.62,2.0,3,4,12267.26375
273076,28-04-1977,F,5,0,1002.0,3,10864.36,1.0,2,3,8677.30678694158
273077,28-05-1975,F,5,3,1004.0,6,12699.76,1.0,4,3,18231.710714285717
273080,16-02-1983,F,7,0,881.0,2,6057.61,2.0,1,2,4884.636892655367
273081,05-03-1991,M,1,3,276.0,7,19125.34,4.0,4,4,18744.19980232558
273083,24-06-1987,F,10,1,154.0,4,13888.75,4.0,3,3,12185.951431034482
273084,27-08-1975,M,4,3,,2,3383.51,,1,1,
273085,22-01-1980,M,7,3,543.0,3,11708.58,3.0,2,3,8499.556146616542
273086,07-03-1983,F,9,3,,1,934.83,,1,1,
273088,18-03-1992,M,10,3,,3,10203.57,,2,3,
273091,03-02-1977,M,6,2,,5,10480.92,,3,3,
273092,22-06-1976,F,6,3,541.0,2,7447.7,3.0,1,2,5076.74070967742
273094,22-02-1992,M,3,1,659.0,8,21389.49,2.0,4,4,19073.41199367089
273095,27-05-1987,M,9,0,944.0,7,17988.29,1.0,4,4,18231.710714285717
273096,05-12-1975,F,5,3,215.0,4,11304.15,4.0,3,3,12185.951431034482
273099,19-10-1986,M,4,0,,3,7098.52,,2,2,
273100,04-08-1990,F,9,3,,2,2138.18,,1,1,
273101,21-02-1992,M,9,3,452.0,5,8939.45,3.0,3,2,12095.5816
273103,05-03-1980,M,2,1,517.0,5,15684.37,3.0,3,4,12095.5816
273105,01-09-1977,F,1,3,633.0,2,1298.38,3.0,1,1,5076.74070967742
273106,23-03-1970,F,2,0,1305.0,7,7235.54,1.0,4,2,18231.710714285717
273107,24-09-1976,F,5,3,1303.0,2,5443.23,1.0,1,1,4429.88862244898
273109,27-03-1970,F,5,3,,2,1430.97,,1,1,
273110,20-07-1989,F,2,0,729.0,4,6539.39,2.0,3,2,12267.26375
273112,01-06-1984,M,5,1,540.0,7,20466.81,3.0,4,4,18786.61404494382
273113,16-06-1977,M,3,3,815.0,5,7826.72,2.0,3,2,12267.26375
273114,09-09-1972,F,8,3,965.0,4,4070.82,1.0,3,1,11681.718588039868
273115,21-01-1983,F,6,1,480.0,4,17435.8,3.0,3,4,12095.5816
273116,13-10-1980,M,5,3,,1,3257.54,,1,1,
273119,17-06-1972,F,9,3,510.0,7,13717.47,3.0,4,3,18786.61404494382
273120,10-05-1988,F,4,1,605.0,5,18293.28,3.0,3,4,12095.5816
273121,26-02-1983,M,3,0,453.0,6,19093.29,3.0,4,4,18786.61404494382
273122,28-11-1970,M,4,3,388.0,3,8378.11,4.0,2,2,8503.386485355648
273123,19-06-1987,M,3,0,357.0,7,10423.47,4.0,4,3,18744.19980232558
273124,17-03-1987,M,10,2,489.0,3,4226.62,3.0,2,1,8499.556146616542
273125,10-11-1991,M,10,0,,5,15970.57,,3,4,
273127,24-07-1975,M,9,3,574.0,5,7247.69,3.0,3,2,12095.5816
273128,22-12-1975,M,9,0,,3,6353.75,,2,2,
273131,25-08-1989,F,7,0,607.0,7,17541.88,3.0,4,4,18786.61404494382
273133,13-06-1992,M,3,3,575.0,2,5971.42,3.0,1,2,5076.74070967742
273135,10-09-1988,F,4,1,1278.0,5,14696.5,1.0,3,3,11681.718588039868
273136,20-06-1973,M,4,1,,2,1719.38,,1,1,
273139,04-07-1979,F,5,3,1027.0,3,7209.02,1.0,2,2,8677.30678694158
273140,13-09-1980,F,2,2,123.0,9,35861.67,4.0,4,4,18744.19980232558
273141,07-03-1988,M,8,3,1007.0,4,4550.39,1.0,3,1,11681.718588039868
273143,10-08-1991,M,4,0,366.0,5,14989.33,4.0,3,3,12185.951431034482
273146,04-06-1971,M,5,3,480.0,2,5265.32,3.0,1,1,5076.74070967742
273149,16-07-1982,F,9,2,,5,15736.31,,3,4,
273150,14-05-1970,F,10,0,359.0,4,14056.71,4.0,3,3,12185.951431034482
273151,24-07-1970,F,4,3,,4,7809.03,,3,2,
273153,22-03-1977,F,2,2,1280.0,2,8601.32,1.0,1,2,4429.88862244898
273155,28-04-1980,F,8,3,,6,8167.06,,4,2,
273156,27-07-1979,M,4,1,124.0,4,17190.49,4.0,3,4,12185.951431034482
273157,23-09-1972,F,3,3,458.0,4,5732.74,3.0,3,2,12095.5816
273160,22-08-1979,M,8,3,387.0,6,18966.22,4.0,4,4,18744.19980232558
273162,19-06-1970,M,8,3,366.0,9,13564.98,4.0,4,3,18744.19980232558
273166,07-06-1975,M,4,1,454.0,5,8174.79,3.0,3,2,12095.5816
273167,17-05-1972,M,9,1,906.0,6,21705.51,2.0,4,4,19073.41199367089
273168,27-05-1989,F,3,0,512.0,3,9954.94,3.0,2,3,8499.556146616542
273169,12-12-1970,F,3,1,,1,7094.1,,1,2,
273170,03-10-1970,F,8,1,570.0,3,10433.41,3.0,2,3,8499.556146616542
273171,06-05-1990,M,10,2,391.0,5,11179.28,4.0,3,3,12185.951431034482
273172,09-06-1976,F,5,1,,4,13773.83,,3,3,
273173,14-01-1991,F,9,3,975.0,4,8648.84,1.0,3,2,11681.718588039868
273174,18-04-1989,F,2,0,1149.0,4,9300.78,1.0,3,2,11681.718588039868
273175,03-05-1974,F,8,2,1273.0,4,17415.9,1.0,3,4,11681.718588039868
273179,09-10-1980,F,1,3,,2,6687.46,,1,2,
273181,17-04-1991,M,8,0,449.0,7,19625.9,3.0,4,4,18786.61404494382
273182,28-04-1991,M,3,2,1178.0,1,1453.08,1.0,1,1,4429.88862244898
273183,18-04-1983,F,6,3,1390.0,3,5466.44,1.0,2,1,8677.30678694158
273184,21-11-1984,F,2,3,276.0,5,16378.31,4.0,3,4,12185.951431034482
273185,21-05-1984,F,3,0,,3,6427.78,,2,2,
273186,03-05-1975,F,7,3,457.0,3,7630.02,3.0,2,2,8499.556146616542
273187,22-01-1984,M,1,3,1060.0,2,8227.83,1.0,1,2,4429.88862244898
273190,19-04-1991,M,3,0,852.0,6,13569.4,2.0,4,3,19073.41199367089
273191,16-11-1989,M,1,3,1244.0,2,3045.38,1.0,1,1,4429.88862244898
273192,28-02-1985,F,10,3,611.0,4,5186.87,3.0,3,1,12095.5816
273193,17-03-1982,F,10,3,1036.0,3,6101.81,1.0,2,2,8677.30678694158
273194,11-10-1985,F,5,3,419.0,5,18340.79,4.0,3,4,12185.951431034482
273195,17-07-1980,F,7,3,1216.0,3,4970.29,1.0,2,1,8677.30678694158
273197,16-10-1985,M,5,0,969.0,4,7951.58,1.0,3,2,11681.718588039868
273198,04-02-1991,F,10,0,610.0,8,24902.28,3.0,4,4,18786.61404494382
273199,13-07-1974,M,2,0,,2,6025.57,,1,2,
273201,27-03-1979,M,3,3,,2,3491.8,,1,1,
273202,12-08-1989,F,8,2,600.0,3,2173.53,3.0,2,1,8499.556146616542
273203,29-02-1984,M,2,3,694.0,2,2645.37,2.0,1,1,4884.636892655367
273205,19-07-1972,M,2,1,570.0,5,15918.63,3.0,3,4,12095.5816
273207,11-09-1983,F,1,2,543.0,7,12625.73,3.0,4,3,18786.61404494382
273213,24-06-1976,F,2,1,540.0,7,20063.49,3.0,4,4,18786.61404494382
273214,01-08-1980,M,3,0,1036.0,4,7239.96,1.0,3,2,11681.718588039868
273215,07-04-1975,M,4,0,881.0,3,5436.6,2.0,2,1,8173.856144781144
273216,15-01-1970,F,5,3,997.0,4,6816.74,1.0,3,2,11681.718588039868
273217,16-05-1983,M,2,2,762.0,7,12930.71,2.0,4,3,19073.41199367089
273218,18-01-1974,F,8,0,667.0,2,2380.17,2.0,1,1,4884.636892655367
273219,19-07-1977,F,3,3,539.0,3,4034.36,3.0,2,1,8499.556146616542
273220,09-10-1992,M,5,2,124.0,6,21654.69,4.0,4,4,18744.19980232558
273221,03-12-1989,F,1,0,184.0,4,16940.75,4.0,3,4,12185.951431034482
273222,19-11-1970,M,6,0,641.0,4,14370.52,2.0,3,3,12267.26375
273223,03-01-1977,M,8,1,386.0,2,6659.84,4.0,1,2,5121.214583333333
273224,15-10-1975,F,7,0,752.0,1,7541.62,2.0,1,2,4884.636892655367
273225,23-06-1986,F,5,3,696.0,4,3377.99,2.0,3,1,12267.26375
273226,02-11-1987,F,10,1,641.0,7,23337.6,2.0,4,4,19073.41199367089
273227,07-10-1990,F,3,3,,2,3432.13,,1,1,
273229,17-05-1987,M,2,1,418.0,8,13547.3,4.0,4,3,18744.19980232558
273230,29-05-1991,F,9,1,336.0,4,8553.81,4.0,3,2,12185.951431034482
273231,01-06-1977,M,7,1,609.0,7,11904.17,3.0,4,3,18786.61404494382
273233,12-11-1992,M,2,0,517.0,6,15883.27,3.0,4,4,18786.61404494382
273234,16-09-1978,M,6,0,32.0,7,16289.91,4.0,4,4,18744.19980232558
273236,17-04-1976,F,3,3,1363.0,3,4615.59,1.0,2,1,8677.30678694158
273237,26-08-1972,M,3,1,155.0,4,12484.29,4.0,3,3,12185.951431034482
273238,03-03-1975,M,4,0,,2,2612.22,,1,1,
273239,02-06-1976,M,4,0,1243.0,2,5958.16,1.0,1,2,4429.88862244898
273240,16-08-1984,M,6,1,935.0,6,11782.61,1.0,4,3,18231.710714285717
273242,15-02-1972,F,3,3,641.0,1,4491.82,2.0,1,1,4884.636892655367
273243,16-03-1992,M,1,1,968.0,5,15097.61,1.0,3,3,11681.718588039868
273247,04-09-1975,M,4,3,1335.0,3,10219.04,1.0,2,3,8677.30678694158
273248,15-06-1985,F,9,1,509.0,6,18550.74,3.0,4,4,18786.61404494382
273250,25-04-1978,F,6,1,758.0,8,29742.18,2.0,4,4,19073.41199367089
273251,29-11-1979,M,2,2,545.0,6,17622.54,3.0,4,4,18786.61404494382
273254,05-07-1982,M,3,3,,3,5039.9,,2,1,
273255,28-07-1982,M,9,0,570.0,2,2435.42,3.0,1,1,5076.74070967742
273256,21-01-1982,F,6,3,844.0,3,3817.78,2.0,2,1,8173.856144781144
273257,07-01-1989,M,5,1,1334.0,4,13089.83,1.0,3,3,11681.718588039868
273258,26-05-1973,M,8,3,391.0,8,16142.94,4.0,4,4,18744.19980232558
273261,02-09-1973,F,9,3,1087.0,4,15129.66,1.0,3,3,11681.718588039868
273262,17-06-1986,M,1,3,821.0,1,226.53,2.0,1,1,4884.636892655367
273263,29-07-1992,F,2,3,,1,2519.4,,1,1,
273264,03-02-1984,M,1,3,518.0,4,14103.11,3.0,3,3,12095.5816
273265,12-12-1972,F,5,3,1368.0,1,1040.91,1.0,1,1,4429.88862244898
273266,17-12-1991,M,2,1,450.0,3,11213.54,3.0,2,3,8499.556146616542
273267,20-04-1988,F,7,1,123.0,4,15376.08,4.0,3,4,12185.951431034482
273269,09-07-1982,M,3,0,1430.0,2,2789.02,1.0,1,1,4429.88862244898
273270,11-03-1980,M,9,2,731.0,7,12311.91,2.0,4,3,19073.41199367089
273271,08-11-1989,F,3,2,335.0,5,9312.94,4.0,3,2,12185.951431034482
273273,17-12-1978,M,3,1,721.0,5,14652.3,2.0,3,3,12267.26375
273275,26-05-1978,F,4,3,,1,3049.8,,1,1,
273278,27-08-1985,F,2,3,513.0,6,10948.34,3.0,4,3,18786.61404494382
273279,04-01-1992,F,4,0,634.0,5,6795.75,3.0,3,2,12095.5816
273280,12-11-1990,M,9,3,1057.0,2,1173.51,1.0,1,1,4429.88862244898
273281,14-12-1988,F,9,3,,1,892.84,,1,1,
273285,22-06-1981,M,1,0,,3,16576.1,,2,4,
273286,07-03-1979,F,6,0,913.0,5,5766.99,1.0,3,2,11681.718588039868
273287,13-12-1974,M,9,0,421.0,3,5375.83,4.0,2,1,8503.386485355648
273290,03-09-1990,M,3,1,451.0,9,11094.2,3.0,4,3,18786.61404494382
273292,17-12-1988,F,5,3,,2,4360.33,,1,1,
273293,25-01-1981,F,8,3,1149.0,2,1762.47,1.0,1,1,4429.88862244898
273296,27-08-1980,F,2,1,,3,9841.13,,2,3,
273297,12-06-1985,F,3,3,418.0,2,6112.86,4.0,1,2,5121.214583333333
273299,28-12-1973,M,2,1,32.0,6,17151.81,4.0,4,4,18744.19980232558
273300,24-12-1976,F,3,0,975.0,2,11682.06,1.0,1,3,4429.88862244898
273302,14-04-1978,F,8,0,722.0,6,19206.01,2.0,4,4,19073.41199367089
273303,21-01-1985,M,6,3,997.0,2,6678.62,1.0,1,2,4429.88862244898
273304,11-07-1978,F,2,1,1121.0,4,7856.55,1.0,3,2,11681.718588039868
273305,10-06-1992,F,7,3,489.0,9,21438.1,3.0,4,4,18786.61404494382
273306,28-12-1988,M,3,3,356.0,4,11416.86,4.0,3,3,12185.951431034482
273307,16-03-1980,F,6,1,,4,15552.88,,3,4,
273308,28-11-1972,M,1,3,1391.0,4,7220.07,1.0,3,2,11681.718588039868
273309,23-03-1980,F,6,2,1370.0,2,10041.14,1.0,1,3,4429.88862244898
273310,13-12-1981,F,2,0,336.0,6,11198.07,4.0,4,3,18744.19980232558
273311,15-09-1980,F,9,3,730.0,3,8044.4,2.0,2,2,8173.856144781144
273313,04-01-1977,M,10,2,520.0,4,16020.29,3.0,3,4,12095.5816
273314,06-06-1981,F,7,3,661.0,2,1405.56,2.0,1,1,4884.636892655367
273316,21-02-1970,M,2,2,,3,1155.83,,2,1,
273317,04-01-1985,M,3,0,784.0,5,9466.53,2.0,3,2,12267.26375
273318,12-10-1971,F,4,3,391.0,3,7414.55,4.0,2,2,8503.386485355648
273319,23-09-1991,M,10,0,793.0,6,20383.94,2.0,4,4,19073.41199367089
273322,10-06-1983,F,1,2,1.0,3,6341.6,4.0,2,2,8503.386485355648
273325,01-05-1985,M,4,2,216.0,6,9662.12,4.0,4,2,18744.19980232558
273326,26-06-1974,F,2,3,668.0,2,1918.28,2.0,1,1,4884.636892655367
273328,05-12-1986,F,6,3,519.0,4,3413.35,3.0,3,1,12095.5816
273329,25-06-1987,M,4,3,1003.0,3,3506.16,1.0,2,1,8677.30678694158
273330,13-07-1972,M,1,2,548.0,6,8228.93,3.0,4,2,18786.61404494382
273331,08-12-1976,F,5,3,1272.0,4,14255.6,1.0,3,3,11681.718588039868
273332,14-04-1984,M,6,0,815.0,1,3885.18,2.0,1,1,4884.636892655367
273334,15-08-1988,M,5,1,757.0,5,21008.26,2.0,3,4,12267.26375
273337,08-01-1991,M,1,0,1064.0,5,12328.49,1.0,3,3,11681.718588039868
273338,27-03-1984,F,6,3,397.0,2,4797.91,4.0,1,1,5121.214583333333
273341,05-12-1984,F,8,3,,1,1346.99,,1,1,
273342,25-10-1985,F,9,3,450.0,6,13055.58,3.0,4,3,18786.61404494382
273343,08-07-1990,F,5,3,1219.0,5,9584.77,1.0,3,2,11681.718588039868
273344,09-08-1976,F,9,3,724.0,1,3916.12,2.0,1,1,4884.636892655367
273346,22-07-1989,M,1,0,664.0,5,15645.69,2.0,3,4,12267.26375
273347,10-12-1974,F,8,2,481.0,4,8442.2,3.0,3,2,12095.5816
273350,14-10-1986,F,5,2,305.0,3,7117.3,4.0,2,2,8503.386485355648
273351,13-01-1992,M,8,2,,2,4821.11,,1,1,
273352,15-02-1972,F,5,0,604.0,5,20349.68,3.0,3,4,12095.5816
273353,07-10-1970,F,4,1,123.0,2,2374.64,4.0,1,1,5121.214583333333
273354,15-04-1975,M,2,3,155.0,3,9885.33,4.0,2,3,8503.386485355648
273355,09-10-1976,F,7,1,277.0,8,8970.39,4.0,4,2,18744.19980232558
273356,15-06-1992,F,2,3,812.0,2,5215.6,2.0,1,1,4884.636892655367
273357,18-08-1972,F,9,0,424.0,4,9685.33,4.0,3,2,12185.951431034482
273358,25-04-1971,F,8,3,92.0,5,8817.9,4.0,3,2,12185.951431034482
273359,05-08-1977,M,7,1,452.0,5,10580.38,3.0,3,3,12095.5816
273360,11-06-1975,M,6,3,451.0,3,3794.57,3.0,2,1,8499.556146616542
273361,22-07-1972,F,8,3,908.0,2,2138.18,2.0,1,1,4884.636892655367
273363,22-09-1991,M,7,2,184.0,4,11633.44,4.0,3,3,12185.951431034482
273364,18-04-1989,M,10,1,1151.0,6,12779.33,1.0,4,3,18231.710714285717
273365,19-05-1978,M,8,0,,1,580.12,,1,1,
273366,13-09-1978,F,6,1,,3,5513.95,,2,1,
273367,01-05-1984,F,1,0,154.0,6,18106.53,4.0,4,4,18744.19980232558
273368,03-10-1989,F,4,1,123.0,7,19725.35,4.0,4,4,18744.19980232558
273369,01-12-1981,M,4,0,,2,2711.67,,1,1,
273371,03-11-1987,F,8,2,,2,3194.56,,1,1,
273372,29-09-1970,F,1,0,,3,7262.06,,2,2,
273373,17-01-1981,F,2,2,785.0,6,24424.92,2.0,4,4,19073.41199367089
273376,12-01-1984,F,3,0,1212.0,2,10632.31,1.0,1,3,4429.88862244898
273378,11-08-1990,F,1,3,907.0,4,7500.74,2.0,3,2,12267.26375
273380,15-03-1972,F,8,0,514.0,5,21004.94,3.0,3,4,12095.5816
273381,15-12-1979,M,4,1,604.0,6,15556.19,3.0,4,4,18786.61404494382
273383,11-06-1971,F,6,1,752.0,8,29640.52,2.0,4,4,19073.41199367089
273384,03-07-1981,M,9,3,426.0,1,6027.77,4.0,1,2,5121.214583333333
273385,17-01-1992,F,9,3,635.0,4,7817.88,3.0,3,2,12095.5816
273386,09-09-1990,M,5,0,,4,3807.83,,3,1,
273387,15-10-1973,F,10,2,511.0,2,4035.46,3.0,1,1,5076.74070967742
273389,13-01-1975,F,6,3,885.0,6,25047.03,2.0,4,4,19073.41199367089
273391,29-01-1970,F,2,3,516.0,4,7418.97,3.0,3,2,12095.5816
273395,24-05-1978,M,3,1,813.0,8,17481.1,2.0,4,4,19073.41199367089
273397,14-06-1971,F,5,3,,5,15666.69,,3,4,
273398,01-10-1970,F,1,3,480.0,4,27674.72,3.0,3,4,12095.5816
273399,05-12-1990,F,6,2,732.0,4,4713.93,2.0,3,1,12267.26375
273400,15-04-1986,M,1,1,450.0,4,16419.19,3.0,3,4,12095.5816
273403,13-01-1974,M,6,3,1303.0,5,14979.38,1.0,3,3,11681.718588039868
273404,27-08-1980,F,9,1,572.0,6,6255.41,3.0,4,2,18786.61404494382
273410,16-10-1985,F,5,2,365.0,3,5519.48,4.0,2,1,8503.386485355648
273411,28-08-1985,M,7,3,758.0,3,5281.9,2.0,2,1,8173.856144781144
273414,26-10-1980,M,3,1,,6,12267.71,,4,3,
273417,11-08-1984,M,8,1,844.0,8,33233.98,2.0,4,4,19073.41199367089
273420,27-07-1992,M,8,3,447.0,6,7016.75,4.0,4,2,18744.19980232558
273421,26-09-1979,F,9,0,1217.0,5,10793.64,1.0,3,3,11681.718588039868
273422,18-09-1988,M,4,3,,1,1935.96,,1,1,
273423,04-03-1970,F,4,3,478.0,6,24442.6,3.0,4,4,18786.61404494382
273426,21-04-1991,F,2,3,729.0,3,4806.75,2.0,2,1,8173.856144781144
273428,12-12-1985,F,9,2,546.0,7,16356.21,3.0,4,4,18786.61404494382
273429,14-05-1974,M,9,2,1065.0,6,16383.83,1.0,4,4,18231.710714285717
273435,02-06-1973,M,5,1,389.0,8,13205.85,4.0,4,3,18744.19980232558
273436,28-06-1977,M,5,3,336.0,6,14714.18,4.0,4,3,18744.19980232558
273437,26-10-1980,M,10,2,458.0,3,9441.12,3.0,2,2,8499.556146616542
273439,24-06-1981,F,4,3,397.0,1,1425.45,4.0,1,1,5121.214583333333
273440,15-06-1972,M,9,2,692.0,8,15860.07,2.0,4,4,19073.41199367089
273442,16-07-1970,M,4,2,1032.0,1,2945.93,1.0,1,1,4429.88862244898
273444,28-10-1976,M,5,2,751.0,4,14686.56,2.0,3,3,12267.26375
273445,18-07-1971,M,2,3,1125.0,1,545.87,1.0,1,1,4429.88862244898
273446,25-11-1987,F,8,3,1036.0,3,6376.95,1.0,2,2,8677.30678694158
273447,17-03-1979,M,8,2,,1,1476.28,,1,1,
273449,28-03-1988,M,7,3,1002.0,2,2934.88,1.0,1,1,4429.88862244898
273450,23-02-1983,F,9,3,881.0,1,1534.85,2.0,1,1,4884.636892655367
273451,16-09-1977,M,3,3,637.0,2,9701.9,3.0,1,2,5076.74070967742
273452,07-07-1980,F,9,3,641.0,5,12704.18,2.0,3,3,12267.26375
273453,17-05-1989,M,8,2,581.0,4,18357.37,3.0,3,4,12095.5816
273454,04-12-1984,F,3,3,62.0,2,3258.64,4.0,1,1,5121.214583333333
273455,17-07-1973,M,8,3,488.0,4,5569.2,3.0,3,1,12095.5816
273456,04-08-1971,M,6,3,541.0,3,1281.8,3.0,2,1,8499.556146616542
273459,11-05-1983,M,4,3,,3,5614.51,,2,2,
273461,17-04-1981,F,6,0,1000.0,3,17319.77,1.0,2,4,8677.30678694158
273462,01-08-1975,F,3,3,,1,2735.98,,1,1,
273463,05-05-1988,F,2,1,907.0,4,13822.44,2.0,3,3,12267.26375
273464,20-06-1989,M,4,3,1341.0,3,5848.76,1.0,2,2,8677.30678694158
273465,24-10-1973,M,3,3,457.0,5,15944.04,3.0,3,4,12095.5816
273469,21-02-1989,F,5,3,,2,3886.28,,1,1,
273471,25-05-1985,M,4,2,1188.0,4,9601.34,1.0,3,2,11681.718588039868
